								
#station_barter								
Id	CorpProduceItems	CorpAdditionalConsumeItems	CivResProduceItems	CivResAdditionalConsumeItems	QuasiProduceItems	QuasiAdditionalConsumeItems	PiratesProduceItems	PiratesAdditionalConsumeItems
AriciaTholus	prod_devices_1 prod_devices_2 prod_devices_3 prod_devices_4 prod_devices_5	morphine rocketCandy caviar wagyu_steak truffle_oil tuna_steak packaged_recreational_robot itemChip mediumItemChip highItemChip merkUSB classUSB	prod_devices_1 prod_devices_2 resistant_prod_2	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	prod_devices_3 prod_devices_4 prod_devices_5	morphine rocketCandy caviar wagyu_steak truffle_oil tuna_steak packaged_recreational_robot itemChip mediumItemChip highItemChip merkUSB classUSB
HISWoodpecker	military_devices_3 military_devices_4 military_devices_6	miner_clothing_container worker_clothing_container scientist_clothing_container security_clothing_container weapon_container armor_container tool_container geoscanner_device welding_machine_device chemical_analyzer quasiresearch_disk entertainment_software precious_metals itemChip mediumItemChip highItemChip merkUSB classUSB	military_devices_3 resistant_prod_2	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	military_devices_4 military_devices_6	miner_clothing_container worker_clothing_container scientist_clothing_container security_clothing_container weapon_container armor_container tool_container geoscanner_device welding_machine_device chemical_analyzer quasiresearch_disk entertainment_software precious_metals itemChip mediumItemChip highItemChip merkUSB classUSB
Bethlehem	other_industry_4 other_industry_2 entertaiment_action_2 fire_prod_pist_6	military_food_container communication_relay mining_equipment construction_equipment memory_software entertainment_software itemChip mediumItemChip highItemChip merkUSB classUSB	other_industry_4 resistant_prod_2 fire_prod_pist_5	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	other_industry_2 entertaiment_action_2 fire_prod_pist_6	military_food_container communication_relay mining_equipment construction_equipment memory_software entertainment_software itemChip mediumItemChip highItemChip merkUSB classUSB
TSWatcher	other_industry_5 other_industry_6 other_industry_7 fire_prod_pist_3	military_food_container communication_relay mining_equipment construction_equipment memory_software entertainment_software packaged_recreational_robot itemChip mediumItemChip highItemChip merkUSB classUSB	other_industry_7 resistant_prod_2 fire_prod_pist_2	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	other_industry_5 other_industry_6 fire_prod_pist_2	military_food_container communication_relay mining_equipment construction_equipment memory_software entertainment_software packaged_recreational_robot itemChip mediumItemChip highItemChip merkUSB classUSB
HumankindsHope	spy_mining_1 spy_mining_2 spy_mining_3 melee_prod_6	miner_clothing_container worker_clothing_container weapon_container electrical_parts_container ai_module communication_relay quasi_sensor_device geoscanner_device chemical_analyzer hydraulic_pump packaged_recreational_robot itemChip mediumItemChip highItemChip merkUSB classUSB	spy_mining_1 resistant_prod_2 melee_prod_7	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	spy_mining_2 melee_prod_7	miner_clothing_container worker_clothing_container weapon_container electrical_parts_container ai_module communication_relay quasi_sensor_device geoscanner_device chemical_analyzer hydraulic_pump packaged_recreational_robot itemChip mediumItemChip highItemChip merkUSB classUSB
Origin	prod_mining_1 prod_mining_2 prod_mining_3 mil_ammo_depo_3	servo_backpack electrical_parts_container quasi_sensor_device management_unit darknet_unit military_unit drug_cargo gunbang_magazine itemChip mediumItemChip highItemChip merkUSB classUSB	prod_mining_1 prod_mining_3 resistant_prod_2 mil_ammo_depo_3	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	prod_mining_2 mil_ammo_depo_3	servo_backpack electrical_parts_container quasi_sensor_device management_unit darknet_unit military_unit drug_cargo gunbang_magazine itemChip mediumItemChip highItemChip merkUSB classUSB
Vasa	capital_asset_1 science_industry_2 science_industry_6 science_industry_7 science_industry_5 med_prod_5	moon_crossbow mercury_staff moon_heavy_armor moon_armor azt_light_armor azt_heavy_armor venus_armor_shards moon_armor_shards demonic_aye skull_explosion skull_ray skull_contract_mercury skull_bloodstrike skull_bloodlust skull_call_of_blood skull_contract_venus skull_transformation skull_resurrection skull_contract_luna itemChip mediumItemChip highItemChip merkUSB classUSB	power_action_4 science_industry_5 science_industry_6 resistant_prod_2 med_prod_5	armor_repair_kit weapon_repair_kit melee_repair_kit security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	power_action_4 science_industry_2 science_industry_7 med_prod_5	moon_crossbow mercury_staff moon_heavy_armor moon_armor azt_light_armor azt_heavy_armor venus_armor_shards moon_armor_shards demonic_aye skull_explosion skull_ray skull_contract_mercury skull_bloodstrike skull_bloodlust skull_call_of_blood skull_contract_venus skull_transformation skull_resurrection skull_contract_luna itemChip mediumItemChip highItemChip merkUSB classUSB
Malmo	science_devices_4 science_devices_5 science_devices_7	moon_crossbow mercury_staff moon_heavy_armor moon_armor azt_light_armor azt_heavy_armor venus_armor_shards moon_armor_shards demonic_aye skull_explosion skull_ray skull_contract_mercury skull_bloodstrike skull_bloodlust skull_call_of_blood skull_contract_venus skull_transformation skull_resurrection skull_contract_luna itemChip mediumItemChip highItemChip merkUSB classUSB	science_devices_4 science_devices_5 resistant_prod_2	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	science_devices_7	moon_crossbow mercury_staff moon_heavy_armor moon_armor azt_light_armor azt_heavy_armor venus_armor_shards moon_armor_shards demonic_aye skull_explosion skull_ray skull_contract_mercury skull_bloodstrike skull_bloodlust skull_call_of_blood skull_contract_venus skull_transformation skull_resurrection skull_contract_luna itemChip mediumItemChip highItemChip merkUSB classUSB
Schwerin	entertaiment_action_2 entertaiment_action_3 entertaiment_action_4	morphine rocketCandy caviar wagyu_steak truffle_oil tuna_steak itemChip mediumItemChip highItemChip merkUSB classUSB	power_action_5 resistant_prod_2	armor_repair_kit weapon_repair_kit melee_repair_kit security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	entertaiment_action_2 entertaiment_action_3 entertaiment_action_4	morphine rocketCandy caviar wagyu_steak truffle_oil tuna_steak itemChip mediumItemChip highItemChip merkUSB classUSB
Hargeysa	power_action_1 fire_prod_smg_4 mil_ammo_depo_5	miner_clothing_container worker_clothing_container scientist_clothing_container security_clothing_container tool_container geoscanner_device welding_machine_device chemical_analyzer quasiresearch_disk entertainment_software precious_metals itemChip mediumItemChip highItemChip merkUSB classUSB	power_action_1 resistant_prod_2 fire_prod_smg_3 mil_ammo_depo_5	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	power_action_1 capital_asset_1 fire_prod_smg_3 mil_ammo_depo_5	miner_clothing_container worker_clothing_container scientist_clothing_container security_clothing_container tool_container geoscanner_device welding_machine_device chemical_analyzer quasiresearch_disk entertainment_software precious_metals itemChip mediumItemChip highItemChip merkUSB classUSB
Jamame	military_devices_1 military_devices_2 fire_prod_smg_2	miner_clothing_container worker_clothing_container scientist_clothing_container security_clothing_container weapon_container armor_container geoscanner_device welding_machine_device chemical_analyzer quasiresearch_disk entertainment_software precious_metals itemChip mediumItemChip highItemChip merkUSB classUSB	military_devices_1 resistant_prod_2 fire_prod_smg_1	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	military_devices_2 fire_prod_smg_2	miner_clothing_container worker_clothing_container scientist_clothing_container security_clothing_container weapon_container armor_container geoscanner_device welding_machine_device chemical_analyzer quasiresearch_disk entertainment_software precious_metals itemChip mediumItemChip highItemChip merkUSB classUSB
RedThrone	power_action_4 spy_mining_2 spy_action_5 fire_prod_smg_2	miner_clothing_container worker_clothing_container weapon_container electrical_parts_container ai_module communication_relay quasi_sensor_device geoscanner_device chemical_analyzer hydraulic_pump packaged_recreational_robot itemChip mediumItemChip highItemChip merkUSB classUSB	capital_asset_1 power_action_4 spy_mining_2 spy_action_5 fire_prod_smg_2	armor_repair_kit weapon_repair_kit melee_repair_kit security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	spy_mining_2 spy_action_5 fire_prod_smg_1	miner_clothing_container worker_clothing_container weapon_container electrical_parts_container ai_module communication_relay quasi_sensor_device geoscanner_device chemical_analyzer hydraulic_pump packaged_recreational_robot itemChip mediumItemChip highItemChip merkUSB classUSB
#end								
								
#barter_receipts								
Id	InputItems	InputPopulation	OutputItems	OutputTechLevelGain	OutputPowerGain	ProduceTimeInHours		
prod_mining_1	mining_equipment 1 geoscanner_device 1	0	precious_metals 1 armor_shards 3 weapon_shards 4	1	2	144		
prod_mining_2	packaged_industrial_robot 1	0	pierce_melee_shards 1 glass 2 ceramite_shards 1 blunt_melee_shards 3	1	2	144		
prod_mining_3	construction_equipment 1	0	rusty_shards 3 coarse_gears 1 weapon_shards 3	1	2	144		
prod_mining_4	miner_clothing_container 1	0	armor_shards 3 blunt_melee_shards 2 pierce_melee_shards 2	1	2	144		
prod_mining_5	miner_clothing_container 1	0	rusty_shards 2 coarse_gears 1 rod 2 precious_metals 1 ceramite_shards 1	1	2	144		
science_mining_1	medical_equipment 1 chemical_analyzer 1	0	memory_software 1 entertainment_software 1	2	1	144		
science_mining_2	scientific_equipment 1 scientist_clothing_container 1	0	research_disk 1 prototype_schematics 1 acid 1	2	1	144		
science_mining_3	quasi_sensor_device 1	0	moon_bones 1 moon_guts 1 demonic_shards 1 quasisamples 1	2	1	144		
science_mining_4	quasi_sensor_device 1	0	mercury_guts 1 mercury_scales 1 demonic_shards 1 quasisamples 1	2	1	144		
science_mining_5	quasi_sensor_device 1	0	aztec_guts 1 venus_armor_shards 1 demonic_shards 1 quasisamples 1	2	1	144		
food_mining_1	hydraulic_pump 1 worker_clothing_container 1	0	acid 2 water_container 6	1	1	144		
food_mining_2	welding_machine_device 1	0	biomass_tank 2 acid 2	1	1	144		
food_mining_3	hydraulic_pump 1 worker_clothing_container 1	0	biomass_tank 3 water_container 3	1	1	144		
food_mining_4	packaged_industrial_robot 1	0	acid 5 organsBox 1	1	1	144		
spy_mining_1	automap 1	0	personalKey 1 management_unit 1	2	1	144		
spy_mining_2	regular_clothing_container 1	0	darknet_unit 1	2	1	144		
spy_mining_3	defibrillator_device 1	0	expert_disk 1 personalKey 1 ledgerBook 1	2	1	144		
prod_industry_1	precious_metals 1 blunt_melee_shards 1	0	wire 3	1	2	144		
prod_industry_2	coarse_gears 1 rod 1	0	robot_parts_container 2	1	2	144		
prod_industry_3	pierce_melee_shards 1 blunt_melee_shards 1	0	electrical_parts_container 2	1	2	144		
prod_industry_4	rusty_shards 1 acid 1	0	transformer 1	1	2	144		
prod_industry_5	precious_metals 1 rod 1	0	capacitor 1	1	2	144		
prod_industry_6	armor_shards 1 blunt_melee_shards 1	0	tool_container 3	1	2	144		
prod_industry_7	ceramite_shards 1 weapon_shards 1	0	military_parts_container 3	1	2	144		
prod_industry_8	rusty_shards 1 rod 1	0	engineering_parts_container 1	1	2	144		
science_industry_1	acid 1	0	explosives 4	2	1	144		
science_industry_2	glass 3	0	lens 3 bulb 2	2	1	144		
science_industry_3	acid 1 rusty_shards 1	0	medical_components 2	2	1	144		
science_industry_4	organsBox 1 armor_shards 1	0	surgicalKit 1	2	1	144		
science_industry_5	rusty_shards 1	0	circuit_board 4	2	1	144		
science_industry_6	precious_metals 1	0	microelectronics 1 circuit_board 1	2	1	144		
science_industry_7	weapon_shards 1 prototype_schematics 1	0	ai_module 2	2	1	144		
science_industry_8	coarse_gears 2	0	communication_relay 3	2	1	144		
food_industry_1	water_container 1 biomass_tank 1	0	regular_food_container 3	1	1	144		
food_industry_2	biomass_tank 2	0	military_food_container 1	1	1	144		
food_industry_3	organsBox 2 acid 1	0	luxury_food_container 2 regular_food_container 1	1	1	144		
food_industry_4	water_container 1	0	alcogol_container 2	1	1	144		
other_industry_1	pierce_melee_shards 1	0	regular_clothing_container 3	1	1	144		
other_industry_2	rusty_shards 1	0	miner_clothing_container 1	1	1	144		
other_industry_3	armor_shards 1	0	worker_clothing_container 1	1	1	144		
other_industry_4	personalKey 1	0	scientist_clothing_container 1	1	1	144		
other_industry_5	ceramite_shards 1 weapon_shards 1	0	security_clothing_container 1	1	1	144		
other_industry_6	biomass_tank 1	0	drug_cargo 2 organsBox 1	1	1	144		
other_industry_7	security_clothing_container 1	0	automap 1	1	1	144		
prod_devices_1	engineering_parts_container 1 explosives 1 ai_module 1	0	mining_equipment 2	2	2	144		
prod_devices_2	tool_container 1 explosives 1 lens 1	0	construction_equipment 2	2	2	144		
prod_devices_3	electrical_parts_container 1 circuit_board 2	0	welding_machine_device 2	2	2	144		
prod_devices_4	robot_parts_container 1 circuit_board 1 tool_container 1	0	packaged_industrial_robot 3	2	2	144		
prod_devices_5	robot_parts_container 1 ai_module 1 communication_relay 1	0	packaged_recreational_robot 2	2	2	144		
prod_devices_6	electrical_parts_container 1 wire 1	0	hydraulic_pump 4	2	2	144		
military_devices_1	military_parts_container 1 explosives 1	0	weapon_container 1	2	3	144		
military_devices_2	military_parts_container 1 tool_container 1	0	armor_container 1	2	3	144		
military_devices_3	memory_software 1	0	military_unit 1 gunbang_magazine 2	2	3	144		
military_devices_4	communication_relay 1 circuit_board 1	0	automap 1	2	3	144		
military_devices_5	microelectronics 1 bulb 1	0	nanorobot_grenade 1	2	3	144		
military_devices_6	robot_parts_container 1 ai_module 1	0	packaged_security_robot 1	2	3	144		
science_devices_1	research_disk 1 quasisamples 1	0	quasiresearch_disk 3	3	1	144		
science_devices_2	bulb 1 wire 1 surgicalKit 1	0	medical_equipment 2	3	1	144		
science_devices_3	lens 1 wire 1 medical_components 1	0	scientific_equipment 2	3	1	144		
science_devices_4	lens 1 wire 1 medical_components 1	0	chemical_analyzer 2	3	1	144		
science_devices_5	transformer 1 lens 2	0	geoscanner_device 3	3	1	144		
science_devices_6	capacitor 1 electrical_parts_container 1 research_disk 1	0	quasi_sensor_device 2	3	1	144		
science_devices_7	transformer 1 circuit_board 1	0	defibrillator_device 2	3	1	144		
power_action_1	weapon_container 1 armor_container 1	0		2	3	144		
power_action_2	packaged_security_robot 1	0		2	3	144		
power_action_3	nanorobot_grenade 1	0		2	3	144		
power_action_4	military_food_container 1	0		2	3	144		
power_action_5	military_food_container 1 military_unit 1	0		2	3	144		
entertaiment_action_1	entertainment_software 1 gunbang_magazine 1	0		1	1	144		
entertaiment_action_2	packaged_recreational_robot 1	0		1	1	144		
entertaiment_action_3	drug_cargo 2	0		1	1	144		
entertaiment_action_4	alcogol_container 1 regular_food_container 1	0		1	1	144		
entertaiment_action_5	luxury_food_container 1	0		1	1	144		
spy_action_1	quasiresearch_disk 1 quasisamples 1 darknet_unit 1	0		2	1	144		
spy_action_2	management_unit 1 expert_disk 1 ledgerBook 1	0		2	1	144		
spy_action_3	darknet_unit 1 personalKey 1	0		2	1	144		
spy_action_4	ledgerBook 1 management_unit 1 memory_software 1	0		2	1	144		
spy_action_5	personalKey 1 expert_disk 1	0		2	1	144		
transit_1		0		1	0	72		
transit_2		0		1	0	72		
transit_3		0		1	0	72		
transit_4		0		1	0	72		
transit_5		0		1	0	72		
transit_6		0		1	0	72		
capital_asset_1		0		3	4	288		
quasi_prod_1		-100		4	12	144		
quasi_prod_2		-75		2	3	144		
resistant_prod_1		0		2	4	144		
resistant_prod_2		0		1	1	288		
pop_mining_1	regular_food_container 1	0		0	0	672		
pop_mining_2	regular_food_container 1 water_container 1	0		0	0	672		
pop_mining_3	regular_food_container 1 water_container 1 regular_clothing_container 1	0		0	0	672		
pop_mining_4	luxury_food_container 1 alcogol_container 1 regular_clothing_container 1	0		0	0	672		
pop_mining_5	luxury_food_container 1 alcogol_container 1 regular_clothing_container 1 medical_equipment 1	0		0	0	672		
melee_prod_1	pierce_melee_shards 1 rusty_shards 1	0	machete 1	1	1	240		
melee_prod_2	pierce_melee_shards 1 blunt_melee_shards 1	0	hatchet 1	1	1	240		
melee_prod_3	pierce_melee_shards 1	0	army_knife 1	1	1	240		
melee_prod_4	pierce_melee_shards 1 rod 1	0	bandit_axe 1	1	1	240		
melee_prod_5	rusty_shards 1 pierce_melee_shards 1	0	choppa_axe 1	1	1	240		
melee_prod_6	blunt_melee_shards 1 rod 1	0	pmc_club 1	1	1	240		
melee_prod_7	coarse_gears 1 rod 1	0	scarp_club 1	1	1	240		
fire_prod_pist_1	weapon_shards 1	0	pmc_pistol_2 1	1	1	240		
fire_prod_pist_2	weapon_shards 1	0	army_pistol_2 1	1	1	240		
fire_prod_pist_3	weapon_shards 1	0	army_pistol_3 1	1	1	240		
fire_prod_pist_4	weapon_shards 1 blunt_melee_shards 1	0	spec_pistol_2 1	1	1	240		
fire_prod_pist_5	weapon_shards 1 blunt_melee_shards 1	0	dark_pistol 1	1	1	240		
fire_prod_pist_6	weapon_shards 1 blunt_melee_shards 1	0	dark_pistol_2 1	1	1	240		
tech_prod_pist_1	circuit_board 1 capacitor 1	0	rail_pistol 1	1	1	240		
tech_prod_pist_2	circuit_board 1 capacitor 1	0	rail_pistol_2 1	1	1	240		
tech_prod_pist_3	circuit_board 1 bulb 1	0	tech_pistol 1	1	1	240		
tech_prod_pist_4	circuit_board 1 bulb 1	0	tech_pistol_2 1	1	1	240		
fire_prod_shotg_1	weapon_shards 1 blunt_melee_shards 1	0	pmc_shotgun 1	1	1	240		
fire_prod_shotg_2	armor_shards 1 weapon_shards 1	0	spec_shotgun 1	1	1	240		
fire_prod_shotg_3	weapon_shards 1 blunt_melee_shards 1	0	desert_shotgun 1	1	1	240		
fire_prod_shotg_4	weapon_shards 1 blunt_melee_shards 1	0	desert_shotgun_2 1	1	1	240		
fire_prod_shotg_5	weapon_shards 1 blunt_melee_shards 1	0	dark_shotgun 1	1	1	240		
fire_prod_shotg_6	armor_shards 1 weapon_shards 1	0	dark_shotgun_2 1	1	1	240		
fire_prod_smg_1	weapon_shards 1 blunt_melee_shards 1	0	pmc_smg 1	1	1	240		
fire_prod_smg_2	weapon_shards 1 blunt_melee_shards 1	0	pmc_smg_2 1	1	1	240		
fire_prod_smg_3	weapon_shards 1 rusty_shards 1	0	bandit_smg 1	1	1	240		
fire_prod_smg_4	rusty_shards 1 weapon_shards 1	0	bandit_smg_2 1	1	1	240		
fire_prod_rifl_1	weapon_shards 1 rusty_shards 1	0	bandit_assault 1	1	1	240		
fire_prod_rifl_2	armor_shards 1 weapon_shards 1 blunt_melee_shards 1	0	desert_assault 1	1	1	240		
fire_prod_rifl_3	armor_shards 1 weapon_shards 1 blunt_melee_shards 1	0	pmc_assault 1	1	1	240		
fire_prod_mark_1	weapon_shards 1 blunt_melee_shards 1	0	desert_marksman 1	1	1	240		
fire_prod_mark_2	armor_shards 1 weapon_shards 1 blunt_melee_shards 1	0	desert_marksman_2 1	1	1	240		
civil_ammo_depo_1	rusty_shards 1	0	sawblade_ammo 6	1	1	240		
civil_ammo_depo_2	rusty_shards 1	0	miner_bolts_ammo 20	1	1	240		
mil_ammo_depo_1	rusty_shards 1	0	pistol_basic_ammo 12	1	1	240		
mil_ammo_depo_2	armor_shards 1	0	medium_basic_ammo 12	1	1	240		
mil_ammo_depo_3	armor_shards 1	0	shotgun_shrapnel_ammo 12	1	1	240		
mil_ammo_depo_4	ceramite_shards 1	0	heavy_basic_ammo 8	1	1	240		
mil_ammo_depo_5	ceramite_shards 1	0	superheavy_basic_ammo 6	1	1	240		
tech_ammo_depo_1	acid 1	0	battery_charge 8	1	1	240		
tech_ammo_depo_2	acid 1	0	battery_crafted_charge 12	1	1	240		
tech_ammo_depo_3	acid 1	0	toxic_ammo 10	1	1	240		
vest_prod_1	rusty_shards 1	0	army_vest 1	1	1	240		
vest_prod_2	rusty_shards 1	0	bandit_vest_armored 1	1	1	240		
armor_prod_1	armor_shards 1	0	smuggler_armor 1 smuggler_helmet 1 smuggler_pants 1 smuggler_boots 1	1	1	240		
armor_prod_2	rusty_shards 1	0	bandit_armor 1 bandit_helmet 1 bandit_pants 1 bandit_boots 1	1	1	240		
armor_prod_3	armor_shards 1	0	worker_armor 1 worker_helmet 1 worker_pants 1 worker_boots 1	1	1	240		
armor_prod_4	armor_shards 1	0	pmc_armor 1 pmc_helmet 1 pmc_pants 1 pmc_boots 1	1	1	240		
armor_prod_5	armor_shards 2	0	security_armor 1 franch_helmet 1 franch_pants 1 franch_boots 1	1	1	240		
med_prod_1	acid 1	0	bandage 1	1	1	168		
med_prod_2	acid 1	0	splint 1	1	1	168		
med_prod_3	drug_cargo 1	0	antibiotics 1	1	1	168		
med_prod_4	drug_cargo 1	0	medpack 1	1	1	168		
med_prod_5	drug_cargo 1	0	antiradin 1	1	1	168		
food_prod_1	rusty_shards 1	0	redSoda 1 cannedMeat 1 burgerMeat 1 packedGoodRation 1	1	1	168		
food_prod_2	rusty_shards 1	0	blueSoda 1 cannedVeg 1 burgerVeg 1 packedRation 1	1	1	168		
food_prod_3	acid 1	0	chocolateBar 1	1	1	168		
food_prod_4	hydraulic_pump 1	0	water 1	1	1	168		
food_prod_5	hydraulic_pump 1	0	beer 1	1	1	168		
#end								
								
#population_receipts								
Id	FactionType	MinPopulationPercent	BartherReceiptId	ProduceTimeInHours	SuccessPopAdd	FailPopStepLoss		
corp_1	Corp	0	pop_mining_2	672	0.02	0		
corp_2	Corp	0.25	pop_mining_3	672	0.02	0.01		
corp_3	Corp	0.5	pop_mining_4	672	0.02	0.02		
corp_4	Corp	0.75	pop_mining_5	672	0.02	0.02		
civilres_1	CivilRes	0	pop_mining_1	672	0.02	0		
civilres_2	CivilRes	0.25	pop_mining_2	672	0.02	0.01		
civilres_3	CivilRes	0.5	pop_mining_3	672	0.02	0.02		
civilres_4	CivilRes	0.75	pop_mining_4	672	0.02	0.02		
pirates_1	Pirates	0	pop_mining_2	672	0.02	0		
pirates_2	Pirates	0.25	pop_mining_3	672	0.02	0.01		
pirates_3	Pirates	0.5	pop_mining_4	672	0.02	0.02		
pirates_4	Pirates	0.75	pop_mining_5	672	0.02	0.02		
tezclan_1	Tezctlan	0	pop_mining_1	672	0.02	0		
tezclan_2	Tezctlan	0.25	pop_mining_2	672	0.02	0.01		
tezclan_3	Tezctlan	0.5	pop_mining_3	672	0.02	0.02		
tezclan_4	Tezctlan	0.75	pop_mining_4	672	0.02	0.02		
xiomara_1	Xiomara	0	pop_mining_1	672	0.02	0		
xiomara_2	Xiomara	0.25	pop_mining_2	672	0.02	0.01		
xiomara_3	Xiomara	0.5	pop_mining_3	672	0.02	0.02		
xiomara_4	Xiomara	0.75	pop_mining_4	672	0.02	0.02		
shedu_1	Shedu	0	pop_mining_1	672	0.02	0		
shedu_2	Shedu	0.25	pop_mining_2	672	0.02	0.01		
shedu_3	Shedu	0.5	pop_mining_3	672	0.02	0.02		
shedu_4	Shedu	0.75	pop_mining_4	672	0.02	0.02		
#end								
